question_id,image,cls,label,pred,response,inference_s,vram_mb
1,close_distance_trash10.jpg,plastic wrapper,yes,no,"no garbage, clean environment: 0.75 | trash pile: 0.09 | plastic bottle: 0.07 | plastic bag: 0.05 | trash: 0.02 | can: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.376,1659.9
2221,far_distance_trash24.jpg,can,no,no,"plastic bag: 0.90 | plastic bottle: 0.04 | plastic wrapper: 0.04 | no garbage, clean environment: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.035,1659.9
2222,far_distance_trash24.jpg,metal scrap,no,no,"plastic bag: 0.90 | plastic bottle: 0.04 | plastic wrapper: 0.04 | no garbage, clean environment: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.031,1659.9
2223,far_distance_trash24.jpg,plastic bottle,no,no,"plastic bag: 0.90 | plastic bottle: 0.04 | plastic wrapper: 0.04 | no garbage, clean environment: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.034,1659.9
2224,far_distance_trash24.jpg,plastic wrapper,no,no,"plastic bag: 0.90 | plastic bottle: 0.04 | plastic wrapper: 0.04 | no garbage, clean environment: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.024,1659.9
2225,far_distance_trash240.jpg,plastic wrapper,yes,yes,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.039,1659.9
2226,far_distance_trash240.jpg,metal scrap,no,no,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.029,1659.9
2227,far_distance_trash240.jpg,plastic bag,no,no,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.034,1659.9
2228,far_distance_trash240.jpg,trash pile,no,no,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.028,1659.9
2229,far_distance_trash240.jpg,plastic bottle,no,yes,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.03,1659.9
2230,far_distance_trash240.jpg,trash,no,no,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.028,1659.9
2231,far_distance_trash240.jpg,can,no,no,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.034,1659.9
2232,far_distance_trash240.jpg,glass,no,no,"plastic wrapper: 0.44 | plastic bottle: 0.32 | plastic bag: 0.12 | no garbage, clean environment: 0.08 | trash pile: 0.02 | trash: 0.01 | metal scrap: 0.01 | can: 0.00 | glass: 0.00",0.03,1659.9
2233,far_distance_trash243.jpg,plastic bag,yes,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.04,1659.9
2234,far_distance_trash243.jpg,metal scrap,no,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.035,1659.9
2235,far_distance_trash243.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.035,1659.9
2236,far_distance_trash243.jpg,trash pile,no,yes,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.026,1659.9
2237,far_distance_trash243.jpg,can,no,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.035,1659.9
2238,far_distance_trash243.jpg,glass,no,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.034,1659.9
2239,far_distance_trash243.jpg,trash,no,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.042,1659.9
2240,far_distance_trash243.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.50 | trash pile: 0.28 | plastic bag: 0.09 | plastic bottle: 0.07 | metal scrap: 0.02 | can: 0.01 | trash: 0.01 | plastic wrapper: 0.01 | glass: 0.01",0.031,1659.9
2241,far_distance_trash244.jpg,trash,yes,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.031,1659.9
2242,far_distance_trash244.jpg,metal scrap,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.03,1659.9
2243,far_distance_trash244.jpg,plastic bag,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.035,1659.9
2244,far_distance_trash244.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.024,1659.9
2245,far_distance_trash244.jpg,can,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.036,1659.9
2246,far_distance_trash244.jpg,trash pile,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.03,1659.9
2247,far_distance_trash244.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.032,1659.9
2248,far_distance_trash244.jpg,glass,no,no,"no garbage, clean environment: 0.43 | trash pile: 0.24 | plastic bottle: 0.14 | metal scrap: 0.09 | trash: 0.04 | plastic bag: 0.04 | can: 0.01 | plastic wrapper: 0.01 | glass: 0.00",0.029,1659.9
2249,far_distance_trash248.jpg,plastic wrapper,yes,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.025,1659.9
2250,far_distance_trash248.jpg,trash,yes,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.029,1659.9
2251,far_distance_trash248.jpg,can,no,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.03,1659.9
2252,far_distance_trash248.jpg,trash pile,no,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.028,1659.9
2253,far_distance_trash248.jpg,plastic bag,no,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.024,1659.9
2254,far_distance_trash248.jpg,plastic bottle,no,yes,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.024,1659.9
2255,far_distance_trash248.jpg,glass,no,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.043,1659.9
2256,far_distance_trash248.jpg,metal scrap,no,no,"plastic bottle: 0.68 | no garbage, clean environment: 0.16 | plastic bag: 0.12 | trash pile: 0.02 | plastic wrapper: 0.02 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00 | can: 0.00",0.028,1659.9
2257,far_distance_trash249.jpg,plastic wrapper,yes,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.024,1659.9
2258,far_distance_trash249.jpg,plastic bottle,no,yes,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.025,1659.9
2259,far_distance_trash249.jpg,glass,no,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.029,1659.9
2260,far_distance_trash249.jpg,can,no,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.036,1659.9
2261,far_distance_trash249.jpg,trash,no,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.04,1659.9
2262,far_distance_trash249.jpg,trash pile,no,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.036,1659.9
2263,far_distance_trash249.jpg,metal scrap,no,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.037,1659.9
2264,far_distance_trash249.jpg,plastic bag,no,no,"plastic bottle: 0.58 | no garbage, clean environment: 0.28 | plastic bag: 0.05 | plastic wrapper: 0.04 | trash pile: 0.03 | metal scrap: 0.01 | glass: 0.00 | trash: 0.00 | can: 0.00",0.029,1659.9
2265,far_distance_trash250.jpg,can,yes,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.023,1659.9
2266,far_distance_trash250.jpg,plastic wrapper,yes,yes,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.028,1659.9
2267,far_distance_trash250.jpg,trash pile,no,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.039,1659.9
2268,far_distance_trash250.jpg,plastic bottle,no,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.024,1659.9
2269,far_distance_trash250.jpg,metal scrap,no,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.033,1659.9
2270,far_distance_trash250.jpg,glass,no,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.029,1659.9
2271,far_distance_trash250.jpg,plastic bag,no,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.034,1659.9
2272,far_distance_trash250.jpg,trash,no,no,"plastic wrapper: 0.58 | no garbage, clean environment: 0.30 | plastic bag: 0.05 | plastic bottle: 0.04 | trash pile: 0.01 | trash: 0.01 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.028,1659.9
2273,far_distance_trash251.jpg,plastic bottle,yes,yes,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.038,1659.9
2274,far_distance_trash251.jpg,can,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.041,1659.9
2275,far_distance_trash251.jpg,glass,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.043,1659.9
2276,far_distance_trash251.jpg,trash pile,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.047,1659.9
2277,far_distance_trash251.jpg,plastic wrapper,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.04,1659.9
2278,far_distance_trash251.jpg,plastic bag,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.047,1659.9
2279,far_distance_trash251.jpg,trash,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.035,1659.9
2280,far_distance_trash251.jpg,metal scrap,no,no,"plastic bottle: 0.94 | no garbage, clean environment: 0.06 | plastic bag: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | trash pile: 0.00 | can: 0.00 | trash: 0.00 | metal scrap: 0.00",0.035,1659.9
2281,far_distance_trash252.jpg,can,yes,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.036,1659.9
2282,far_distance_trash252.jpg,trash pile,no,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.046,1659.9
2283,far_distance_trash252.jpg,metal scrap,no,yes,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.038,1659.9
2284,far_distance_trash252.jpg,glass,no,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.035,1659.9
2285,far_distance_trash252.jpg,trash,no,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.025,1659.9
2286,far_distance_trash252.jpg,plastic bottle,no,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.047,1659.9
2287,far_distance_trash252.jpg,plastic wrapper,no,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.03,1659.9
2288,far_distance_trash252.jpg,plastic bag,no,no,"metal scrap: 0.70 | no garbage, clean environment: 0.17 | trash pile: 0.07 | plastic bottle: 0.02 | glass: 0.01 | plastic wrapper: 0.01 | can: 0.01 | plastic bag: 0.01 | trash: 0.01",0.029,1659.9
2289,far_distance_trash253.jpg,trash,yes,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.039,1659.9
2290,far_distance_trash253.jpg,glass,no,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.029,1659.9
2291,far_distance_trash253.jpg,plastic bag,no,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.039,1659.9
2292,far_distance_trash253.jpg,plastic wrapper,no,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.025,1659.9
2293,far_distance_trash253.jpg,metal scrap,no,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.042,1659.9
2294,far_distance_trash253.jpg,can,no,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.036,1659.9
2295,far_distance_trash253.jpg,trash pile,no,no,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.031,1659.9
2296,far_distance_trash253.jpg,plastic bottle,no,yes,"plastic bottle: 0.39 | no garbage, clean environment: 0.27 | plastic bag: 0.12 | trash pile: 0.11 | plastic wrapper: 0.06 | metal scrap: 0.04 | trash: 0.01 | can: 0.00 | glass: 0.00",0.031,1659.9
2297,far_distance_trash255.jpg,can,yes,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.029,1659.9
2298,far_distance_trash255.jpg,plastic bag,no,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.04,1659.9
2299,far_distance_trash255.jpg,plastic bottle,no,yes,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.026,1659.9
2300,far_distance_trash255.jpg,glass,no,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.039,1659.9
2301,far_distance_trash255.jpg,metal scrap,no,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.033,1659.9
2302,far_distance_trash255.jpg,trash pile,no,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.044,1659.9
2303,far_distance_trash255.jpg,trash,no,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.032,1659.9
2304,far_distance_trash255.jpg,plastic wrapper,no,no,"plastic bottle: 0.63 | plastic bag: 0.14 | plastic wrapper: 0.11 | no garbage, clean environment: 0.10 | trash pile: 0.01 | metal scrap: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.036,1659.9
2305,far_distance_trash256.jpg,plastic bag,yes,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.034,1659.9
2306,far_distance_trash256.jpg,plastic bottle,no,yes,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.033,1659.9
2307,far_distance_trash256.jpg,trash pile,no,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.038,1659.9
2308,far_distance_trash256.jpg,trash,no,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.03,1659.9
2309,far_distance_trash256.jpg,can,no,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.031,1659.9
2310,far_distance_trash256.jpg,glass,no,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.029,1659.9
2311,far_distance_trash256.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.033,1659.9
2312,far_distance_trash256.jpg,metal scrap,no,no,"no garbage, clean environment: 0.44 | plastic bottle: 0.33 | plastic bag: 0.20 | plastic wrapper: 0.02 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | can: 0.00 | metal scrap: 0.00",0.03,1659.9
2313,far_distance_trash257.jpg,can,yes,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.034,1659.9
2314,far_distance_trash257.jpg,plastic bag,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.03,1659.9
2315,far_distance_trash257.jpg,trash pile,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.034,1659.9
2316,far_distance_trash257.jpg,trash,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.028,1659.9
2317,far_distance_trash257.jpg,metal scrap,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.033,1659.9
2318,far_distance_trash257.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.024,1659.9
2319,far_distance_trash257.jpg,glass,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.033,1659.9
2320,far_distance_trash257.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.76 | plastic bottle: 0.17 | can: 0.05 | trash pile: 0.01 | trash: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | glass: 0.00 | plastic bag: 0.00",0.029,1659.9
